ID;Year_Birth;Education;Marital_Status;Income;Kid_Home;Teen_Home;Total_Children;Days_Since_Last_Purchase;start_membership;Days_Since_Join;Amt_Wines;Amt_Fruits;Amt_Meat_Products;Amt_Fish_Products;Amt_Sweet_Products;Amt_Gold_Products;Total_Spend;Spend_Income_Ratio;Age;Num_Deals_Purchases;Num_Web_Purchases;Num_Catalog_Purchases;Num_Store_Purchases;Total_Purchases;NumWebVisitsMonth;Accepted_Cmp_1;Accepted_Cmp_2;Accepted_Cmp_3;Accepted_Cmp_4;Accepted_Cmp_5;Accepted_Last_Cmp;Complain
10542;1968;5;2;36778.0;1;1;2;63;2012-08-05;4819;29;4;34;2;4;4;77;0.002093642938713361;57;3;3;0;3;9;9;0;0;0;0;0;0;0
8015;1962;5;4;85696.0;0;0;0;88;2013-05-03;4548;714;76;395;116;0;12;1313;0.015321601941747573;63;1;4;6;9;20;1;0;0;0;0;0;1;0
11166;1961;3;2;49678.0;0;1;1;81;2013-02-02;4638;229;5;56;3;2;20;315;0.0063408349772535125;64;2;6;2;4;14;7;0;0;0;0;0;0;0
523;1989;3;2;37155.0;1;0;1;51;2013-01-31;4640;23;0;26;7;15;3;74;0.0019916565738124074;36;1;2;0;4;7;5;0;0;0;0;0;0;0
4066;1978;2;4;21282.0;1;0;1;76;2014-05-11;4175;1;5;8;4;8;20;46;0.0021614509914481723;47;2;2;1;2;7;6;0;0;0;0;0;0;0
8414;1962;5;1;33419.0;0;1;1;76;2013-08-17;4442;56;0;12;0;0;18;86;0.002573386396959813;63;2;2;0;4;8;7;0;0;0;0;0;0;0
819;1945;3;6;63285.0;0;0;0;84;2013-11-05;4362;508;124;249;50;38;134;1103;0.017429090621790315;80;1;6;5;13;25;3;0;0;0;0;0;0;0
4961;1974;4;3;21255.0;1;0;1;56;2014-01-21;4285;29;0;25;2;2;3;61;0.002869912961656081;51;4;2;1;4;11;4;0;0;0;0;0;0;0
749;1981;3;3;42162.0;1;0;1;31;2013-11-19;4348;46;7;59;2;4;27;145;0.003439115791470993;44;2;3;1;3;9;6;0;0;1;0;0;1;0
5430;1956;3;3;54450.0;1;1;2;0;2012-09-14;4779;454;0;171;8;19;32;684;0.01256198347107438;69;12;9;2;8;31;8;0;0;0;0;0;0;0
7755;1954;5;2;57744.0;0;1;1;91;2013-11-12;4355;350;3;39;0;0;19;411;0.007117622610141313;71;2;9;1;4;16;8;0;0;0;0;0;0;0
10525;1986;3;1;26576.0;1;0;1;40;2012-10-13;4750;10;0;8;0;0;9;27;0.0010159542444310656;39;1;1;0;2;4;9;0;0;1;0;0;1;0
1453;1943;5;6;57513.0;0;0;0;59;2013-07-06;4484;735;40;183;52;20;30;1060;0.018430615686888183;82;2;9;3;13;27;6;0;0;0;0;0;0;0
8310;1964;3;3;68142.0;0;1;1;96;2012-08-29;4795;897;126;196;91;112;37;1459;0.021411170790408267;61;3;10;4;7;24;6;0;0;0;0;0;0;0
10710;1979;3;2;7500.0;0;1;1;61;2012-08-29;4795;5;2;3;3;0;5;18;0.0024;46;1;1;0;2;4;8;0;0;0;0;0;0;0
5031;1974;3;3;83145.0;0;0;0;14;2012-09-22;4771;777;35;731;39;137;114;1833;0.022045823561248422;51;1;5;9;11;26;2;0;0;0;0;1;1;0
2613;1960;4;2;54197.0;0;1;1;16;2014-04-03;4213;162;6;37;6;13;13;237;0.004372935771352658;65;2;1;3;6;12;1;0;0;0;0;0;0;0
213;1963;5;1;23091.0;1;1;2;98;2014-05-28;4158;35;0;11;0;0;2;48;0.0020787319734961673;62;4;2;1;3;10;7;0;0;0;0;0;0;0
967;1976;3;2;46049.0;1;1;2;11;2013-07-21;4469;342;9;112;19;14;19;515;0.011183739060565918;49;10;5;2;9;26;7;0;0;0;0;0;1;0
1077;1974;3;3;56715.0;0;0;0;52;2012-12-05;4697;258;105;239;237;172;9;1020;0.01798466014281936;51;1;7;3;4;15;4;0;0;0;0;0;0;0
7959;1961;3;2;79410.0;0;0;0;19;2014-05-29;4157;658;80;483;123;13;13;1370;0.017252235234857072;64;1;3;2;5;11;1;0;0;0;0;0;0;0
640;1951;3;2;57304.0;0;1;1;61;2013-03-11;4601;356;80;329;138;17;106;1026;0.01790450928381963;74;2;7;6;10;25;5;0;0;0;0;0;0;0
4252;1965;3;2;44375.0;0;1;1;73;2014-03-23;4224;213;5;28;7;7;41;301;0.006783098591549296;60;1;4;1;6;12;5;0;0;0;0;0;0;0
6218;1965;3;2;59594.0;0;1;1;74;2012-10-20;4743;457;4;29;0;0;9;499;0.008373326173775883;60;1;8;1;7;17;7;0;0;0;1;0;0;0
6905;1994;3;3;80685.0;0;0;0;55;2012-08-22;4802;241;45;604;34;26;54;1004;0.01244345293425048;31;1;6;4;10;21;2;0;0;0;0;0;0;0
5922;1974;5;2;40344.0;0;1;1;48;2013-10-13;4385;210;0;6;0;0;2;218;0.0054035296450525485;51;2;4;1;5;12;7;0;0;0;0;0;0;0
3598;1972;3;2;62710.0;0;1;1;53;2013-05-23;4528;441;35;83;7;29;11;606;0.009663530537394355;53;4;4;2;12;22;4;0;0;0;0;0;0;0
6116;1968;2;2;48985.0;0;1;1;13;2013-07-05;4485;19;13;18;10;7;8;75;0.0015310809431458609;57;1;1;1;3;6;3;0;0;0;0;0;0;0
6263;1968;3;3;35322.0;1;2;3;34;2012-08-22;4802;28;9;37;12;7;13;106;0.003000962572900742;57;3;2;0;4;9;8;0;0;0;0;0;0;0
10486;1948;3;2;77142.0;0;0;0;54;2013-05-29;4522;476;75;162;29;151;97;990;0.012833475927510305;77;1;4;4;8;17;2;0;0;0;0;0;0;0
2410;1969;3;1;81657.0;0;0;0;69;2014-01-22;4284;364;40;425;158;60;50;1097;0.013434243236954578;56;1;3;4;8;16;1;0;0;0;0;0;0;0
193;1996;1;2;14421.0;0;0;0;81;2014-02-17;4258;0;0;2;3;3;8;16;0.0011094931003397823;29;1;1;0;2;4;5;0;0;1;0;0;0;0
8278;1990;5;2;74214.0;0;0;0;3;2012-08-26;4798;863;83;547;86;99;33;1711;0.023054949200959386;35;1;8;2;5;16;5;0;0;0;0;0;0;0
10660;1957;4;2;66726.0;1;1;2;61;2014-01-12;4294;349;7;35;0;0;47;438;0.006564157899469472;68;3;8;2;4;17;7;0;0;0;1;0;0;0
8686;1979;1;3;23724.0;1;0;1;65;2013-01-08;4663;5;23;15;0;18;14;75;0.003161355589276682;46;2;2;0;3;7;8;0;0;0;0;0;0;0
1604;1960;4;2;47353.0;0;1;1;93;2013-11-13;4354;184;2;19;8;8;4;225;0.004751546892488332;65;3;2;2;6;13;5;0;0;0;0;0;0;0
5907;1952;4;2;33444.0;1;1;2;24;2012-11-03;4729;8;0;8;0;0;2;18;0.0005382131324004305;73;1;1;0;2;4;8;0;0;0;0;0;0;0
10669;1981;3;2;54386.0;0;1;1;8;2013-05-17;4534;277;21;64;62;21;25;470;0.008641929908432317;44;2;3;2;10;17;3;0;0;0;0;0;0;0
2918;1981;3;4;28510.0;1;1;2;72;2013-04-13;4568;44;5;19;0;4;19;91;0.0031918625043844263;44;3;2;0;4;9;5;0;0;0;0;0;0;0
5735;1991;4;1;90638.0;0;0;0;29;2014-02-13;4262;1156;120;915;94;144;96;2525;0.027858072773009113;34;1;3;4;10;18;1;0;0;0;0;1;0;0
359;1950;3;3;48070.0;0;1;1;33;2013-01-13;4658;373;14;83;6;9;19;504;0.010484709798210942;75;3;8;2;6;19;7;0;0;0;0;0;0;1
8387;1957;3;2;43140.0;0;1;1;68;2013-01-05;4666;134;8;76;6;0;11;235;0.005447380621233194;68;1;4;1;5;11;6;0;0;0;0;0;0;0
1829;1961;5;4;54959.0;0;1;1;55;2013-01-19;4652;1148;0;60;0;0;24;1232;0.022416710638839862;64;3;9;5;4;21;7;0;0;0;1;0;1;0
3839;1958;1;1;15056.0;1;1;2;76;2013-05-03;4548;6;12;3;21;6;40;88;0.005844845908607864;67;5;2;2;3;12;5;0;0;0;0;0;0;0
9392;1971;3;1;26954.0;1;0;1;17;2014-05-08;4178;4;1;11;0;0;1;17;0.0006307041626474734;54;1;1;0;2;4;7;0;0;0;0;0;0;0
2292;1985;3;1;22327.0;1;0;1;94;2013-08-02;4457;5;4;8;2;0;5;24;0.0010749316970484167;40;1;1;0;3;5;5;0;0;0;0;0;0;0
10466;1965;3;2;44393.0;1;1;2;86;2013-08-22;4437;24;2;20;2;2;10;60;0.0013515644358344785;60;2;1;0;4;7;4;0;0;0;0;0;0;0
9855;1952;5;1;62000.0;0;1;1;25;2013-08-25;4434;899;0;101;0;0;20;1020;0.016451612903225808;73;1;6;6;13;26;4;1;0;0;0;0;0;0
4088;1962;5;3;31497.0;0;1;1;22;2012-12-06;4696;108;1;28;13;1;4;155;0.004921103597167984;63;2;3;1;4;10;8;0;0;0;0;0;0;0
5231;1974;2;2;45894.0;0;2;2;15;2014-02-27;4248;27;2;7;0;2;13;51;0.0011112563733821415;51;1;1;0;3;5;5;0;0;0;0;0;0;0
590;1970;4;4;78579.0;0;0;0;35;2012-12-22;4680;816;66;549;216;66;99;1812;0.023059596075287292;55;1;5;6;4;16;3;0;0;0;0;0;1;0
8732;1969;4;6;67369.0;0;1;1;81;2012-11-17;4715;1298;0;70;37;14;42;1461;0.02168653238136235;56;4;7;4;10;25;4;0;0;0;1;1;1;0
2315;1960;3;4;58401.0;0;1;1;55;2014-04-20;4196;10;0;11;17;29;29;96;0.0016438074690501875;65;1;1;2;2;6;4;0;0;0;0;0;0;0
3515;1952;3;1;62307.0;0;1;1;94;2014-02-17;4258;87;13;34;10;6;10;160;0.002567929767120869;73;1;4;0;4;9;5;0;0;0;0;0;0;0
2245;1969;4;2;43641.0;1;1;2;50;2013-04-22;4559;57;2;51;4;2;23;139;0.0031850782521023807;56;3;2;1;4;10;6;0;0;0;0;0;0;0
6606;1969;4;2;70091.0;1;0;1;11;2013-03-31;4581;964;34;137;15;0;11;1161;0.016564180850608495;56;2;5;2;10;19;8;0;0;0;1;0;0;0
5545;1972;5;2;78075.0;0;0;0;72;2014-04-05;4211;572;8;259;34;35;80;988;0.01265449887928274;53;1;3;5;5;14;1;0;0;0;0;0;0;0
7342;1961;2;6;59184.0;0;1;1;6;2012-09-09;4784;341;142;113;259;151;66;1072;0.018113003514463367;64;3;6;6;12;27;5;0;0;0;0;0;0;0
837;1977;3;2;54809.0;1;1;2;0;2013-09-11;4417;63;6;57;13;13;22;174;0.0031746610958054335;48;4;2;1;5;12;4;0;0;0;0;0;0;0
9500;1959;3;2;58113.0;0;1;1;66;2013-01-25;4646;221;104;169;102;78;84;758;0.013043553077624628;66;3;9;2;8;22;7;0;0;0;0;0;0;1
3602;1958;4;2;51412.0;0;1;1;42;2013-12-31;4306;140;3;29;4;5;14;195;0.0037928888197308022;67;2;3;2;4;11;4;0;0;0;0;0;0;0
2995;1957;4;3;66636.0;0;0;0;64;2013-08-17;4442;291;10;689;84;10;0;1084;0.016267483042199413;68;1;3;4;9;17;1;0;0;0;0;0;0;0
1118;1956;4;2;50965.0;0;1;1;87;2013-02-20;4620;544;13;85;8;6;29;685;0.013440596487785735;69;3;10;4;5;22;8;0;0;1;0;0;0;0
3068;1990;3;2;18351.0;0;0;0;1;2013-10-29;4369;1;12;9;0;14;7;43;0.002343196556045992;35;1;2;0;3;6;7;0;0;0;0;0;0;0
8955;1957;5;3;40451.0;0;2;2;54;2014-02-16;4259;35;0;4;0;0;10;49;0.0012113421176237918;68;1;1;1;2;5;5;0;0;1;0;0;0;0
945;1965;3;3;36317.0;0;1;1;53;2013-05-22;4529;87;3;25;3;2;13;133;0.0036621967673541316;60;2;3;0;4;9;7;0;0;0;0;0;0;0
5644;1957;3;3;42213.0;0;1;1;96;2013-10-12;4386;309;3;24;4;3;20;363;0.008599246677563784;68;2;5;1;7;15;7;0;0;0;1;0;0;0
7192;1955;3;3;65748.0;0;1;1;58;2013-04-15;4566;172;73;93;95;78;34;545;0.008289225527772708;70;2;2;4;10;18;1;0;0;0;0;0;0;1
2324;1972;3;3;77044.0;0;1;1;12;2013-10-27;4371;625;38;242;50;34;76;1065;0.013823269819843206;53;2;7;11;11;31;4;0;0;1;0;0;0;0
697;1969;3;3;74918.0;0;0;0;78;2013-03-12;4600;972;59;913;25;19;59;2047;0.027323206705998557;56;1;5;9;6;21;3;0;0;0;0;1;0;0
3439;1972;3;2;56721.0;1;1;2;64;2012-10-31;4732;157;6;39;6;13;75;296;0.005218525766470972;53;5;4;1;5;15;6;0;0;0;0;0;0;0
1506;1975;3;1;42160.0;1;1;2;26;2013-06-28;4492;48;9;45;3;15;20;140;0.003320683111954459;50;4;2;1;4;11;6;0;0;0;0;0;1;0
232;1965;3;1;61559.0;0;1;1;8;2013-07-17;4473;279;83;88;32;14;34;530;0.008609626537143228;60;1;4;2;10;17;3;0;0;0;0;0;0;0
8876;1963;5;3;33629.0;1;1;2;49;2012-08-08;4816;132;0;16;0;0;4;152;0.0045199084123821705;62;5;3;1;4;13;9;0;0;0;0;0;0;0
9739;1963;3;1;34377.0;0;1;1;55;2013-01-19;4652;62;0;22;3;1;26;114;0.0033161706955231697;62;2;2;2;2;8;7;0;0;0;0;0;0;0
10395;1986;1;1;8940.0;1;0;1;25;2012-08-22;4802;1;45;3;4;6;42;101;0.011297539149888142;39;3;3;1;3;10;8;0;0;0;0;0;0;0
1176;1973;3;2;26228.0;1;0;1;50;2013-09-22;4406;2;6;4;3;1;9;25;0.0009531798078389508;52;1;1;0;2;4;8;0;0;0;0;0;0;0
1627;1957;2;4;77297.0;0;0;0;84;2013-01-26;4645;408;61;109;48;122;41;789;0.010207381916503874;68;1;5;7;9;22;4;1;0;0;0;0;0;0
938;1981;3;2;40211.0;1;1;2;30;2013-07-30;4460;51;1;7;2;1;25;87;0.002163587078162692;44;2;2;1;2;7;8;0;0;1;0;0;0;0
2740;1958;5;6;33438.0;1;1;2;81;2013-09-22;4406;62;1;16;3;2;6;90;0.002691548537591961;67;4;2;1;4;11;5;0;0;0;0;0;0;0
257;1959;5;2;75032.0;0;1;1;74;2013-04-28;4553;952;12;180;47;12;12;1215;0.016193090947862244;66;2;5;4;9;20;3;0;0;0;0;0;0;0
4058;1955;5;1;61284.0;0;0;0;76;2013-10-12;4386;618;15;106;20;7;45;811;0.013233470400104431;70;1;11;2;8;22;6;0;0;0;1;0;0;0
7736;1986;3;2;22518.0;1;0;1;36;2012-10-22;4741;11;7;12;2;2;27;61;0.002708943955946354;39;2;2;1;2;7;5;0;0;1;0;0;1;0
8210;1975;4;2;54730.0;0;1;1;64;2013-08-15;4444;318;3;17;4;7;56;405;0.007399963456970583;50;5;4;1;8;18;4;0;0;0;0;0;0;0
833;1955;4;2;38452.0;1;1;2;62;2014-03-30;4217;56;0;14;0;0;2;72;0.0018724643711640486;70;3;3;0;3;9;7;0;0;0;0;0;0;0
6230;1971;3;4;44421.0;1;1;2;53;2013-02-15;4625;110;5;59;7;1;7;189;0.004254744377659215;54;5;5;0;4;14;8;0;0;0;0;0;0;0
7325;1986;5;3;38197.0;1;0;1;86;2013-06-29;4491;23;0;11;2;1;3;40;0.0010472026598947561;39;1;1;0;3;5;5;0;0;0;0;0;0;0
1307;1978;3;4;41986.0;0;1;1;15;2014-02-09;4266;27;5;8;8;3;12;63;0.0015005001667222407;47;3;3;0;4;10;4;0;0;0;0;0;0;0
1502;1983;3;3;28427.0;1;0;1;67;2013-03-21;4591;18;3;19;3;3;6;52;0.001829246842790305;42;2;2;0;3;7;8;0;0;0;0;0;0;0
6211;1976;5;3;37395.0;1;0;1;47;2014-05-02;4184;18;0;9;0;1;11;39;0.0010429201764941838;49;1;1;0;3;5;6;0;0;0;0;0;0;0
843;1971;3;2;64722.0;1;0;1;47;2014-05-26;4160;303;0;280;60;147;15;805;0.012437810945273632;54;4;8;2;11;25;6;0;0;0;0;0;0;0
4174;1956;4;3;55249.0;0;1;1;81;2014-04-17;4199;97;1;19;2;0;11;130;0.0023529837644120258;69;1;2;1;4;8;3;0;0;0;0;0;0;0
9757;1972;3;3;84906.0;0;0;0;98;2013-10-04;4394;997;15;414;99;30;76;1631;0.019209478717640685;53;1;5;6;12;24;2;0;1;0;1;1;0;0
286;1952;3;1;44213.0;1;1;2;48;2013-11-29;4338;95;11;35;0;4;7;152;0.0034379028792436614;73;4;2;1;5;12;6;0;0;0;0;0;0;0
11086;1984;1;1;25707.0;1;0;1;18;2014-01-18;4288;1;6;2;3;6;3;21;0.0008168981211343214;41;1;1;0;3;5;7;0;0;0;0;0;0;0
1921;1967;5;2;59062.0;2;1;3;74;2013-10-03;4395;46;1;12;3;0;9;71;0.0012021265788493447;58;2;2;0;3;7;4;0;0;0;0;0;0;0
4138;1962;3;1;76624.0;0;1;1;68;2014-05-24;4162;411;106;147;54;115;66;899;0.011732616412612236;63;1;5;10;7;23;1;0;0;1;0;0;0;0
7718;1947;4;3;66000.0;0;0;0;36;2014-04-20;4196;244;51;270;101;0;45;711;0.010772727272727272;78;1;1;3;5;10;1;0;0;0;0;0;0;0
1291;1978;5;3;27683.0;1;0;1;90;2012-08-04;4820;152;9;121;12;12;45;351;0.01267926164071813;47;4;6;2;4;16;8;0;0;0;0;0;0;0
6862;1971;3;4;1730.0;0;0;0;65;2014-05-18;4168;1;1;3;1;1;1;8;0.004624277456647399;54;15;0;0;0;15;20;0;0;0;0;0;0;0
4136;1992;1;1;7500.0;1;0;1;63;2012-12-03;4699;10;17;18;8;26;40;119;0.015866666666666668;33;4;3;2;2;11;9;0;0;0;0;0;0;0
803;1968;3;3;40521.0;1;1;2;82;2013-04-05;4576;12;0;5;0;0;4;21;0.0005182497964018657;57;1;0;1;2;4;5;0;0;0;0;0;0;0
4298;1973;5;3;20427.0;1;0;1;63;2014-03-24;4223;5;0;4;0;0;1;10;0.0004895481470602634;52;1;1;0;2;4;8;0;0;0;0;0;0;0
10833;1975;3;2;65106.0;0;1;1;55;2014-05-24;4162;790;19;133;12;0;19;973;0.014944859152766258;50;3;8;3;13;27;6;0;0;0;1;0;0;0
9606;1965;5;2;69969.0;0;0;0;64;2013-08-27;4432;882;29;514;38;29;44;1536;0.021952578999271107;60;1;4;2;6;13;3;1;0;0;0;1;1;0
8534;1952;3;2;67433.0;0;2;2;51;2013-07-16;4474;615;28;259;12;48;30;992;0.01471089822490472;73;4;6;5;13;28;4;0;0;0;1;0;0;0
5153;1967;5;2;77766.0;0;1;1;97;2013-02-22;4618;1004;59;265;115;59;27;1529;0.019661548748810535;58;2;11;10;11;34;6;0;0;1;0;0;1;0
961;1972;3;2;74716.0;0;1;1;92;2013-09-12;4416;133;27;421;13;195;71;860;0.011510252154826275;53;2;7;3;5;17;4;0;0;0;0;0;0;0
6653;1970;5;2;55158.0;1;1;2;72;2012-07-30;4825;293;0;87;4;11;23;418;0.007578229812538526;55;4;7;2;5;18;7;0;0;0;0;0;1;0
9094;1955;2;2;62972.0;0;1;1;39;2012-08-03;4821;313;15;47;20;0;192;587;0.00932160325223909;70;2;7;4;3;16;6;0;0;0;0;0;1;0
810;1975;3;2;74190.0;0;1;1;49;2014-05-12;4174;151;81;86;168;91;64;641;0.008639978433751179;50;2;4;2;11;19;2;0;0;0;0;0;0;0
5493;1976;3;2;39356.0;1;1;2;21;2014-03-19;4228;15;0;2;0;0;6;23;0.0005844089846529119;49;1;1;0;2;4;6;0;0;1;0;0;0;0
2147;1969;3;3;76653.0;0;0;0;91;2013-08-16;4443;736;63;946;219;189;126;2279;0.029731386899403807;56;1;4;7;11;23;2;1;0;0;0;1;0;0
3979;1983;5;4;90687.0;0;0;0;98;2013-05-22;4529;982;17;672;23;34;51;1779;0.019616924145687914;42;1;6;2;8;17;2;0;0;0;0;1;1;0
6049;1982;4;3;73450.0;0;0;0;85;2013-12-05;4332;1142;51;415;90;69;37;1804;0.024560925799863853;43;1;7;8;11;27;3;1;0;1;0;0;0;0
8147;1960;3;2;31454.0;1;1;2;40;2013-07-06;4484;28;0;11;0;0;9;48;0.0015260380237807592;65;3;2;0;3;8;8;0;0;0;0;0;0;0
1857;1952;3;1;47139.0;1;1;2;2;2014-03-06;4241;46;0;12;0;2;23;83;0.0017607501219796772;73;2;2;1;2;7;7;0;0;0;0;0;1;0
5207;1963;5;2;53378.0;1;1;2;41;2012-09-24;4769;489;6;152;8;6;132;793;0.014856307842182172;62;10;9;4;6;29;8;0;0;0;0;0;1;0
11114;1970;3;3;19656.0;1;0;1;94;2013-02-08;4632;25;4;9;6;8;32;84;0.004273504273504274;55;3;2;1;3;9;7;0;0;0;0;0;0;0
5429;1948;5;2;45579.0;0;1;1;10;2013-08-20;4439;145;1;33;2;1;1;183;0.00401500691107747;77;1;4;1;4;10;6;0;0;0;0;0;0;0
9400;1958;2;1;85485.0;0;0;0;73;2014-06-21;4134;630;26;611;44;18;54;1383;0.016178276890682575;67;1;6;6;6;19;2;0;0;0;0;0;0;0
1740;1944;3;2;55956.0;0;0;0;22;2014-04-07;4209;760;38;104;50;9;38;999;0.01785331331760669;81;2;7;3;4;16;4;0;0;0;1;0;0;0
7488;1963;4;1;64191.0;0;1;1;30;2013-01-22;4649;420;15;186;151;38;15;825;0.012852269009674254;62;3;5;3;13;24;3;0;0;0;0;0;0;0
195;1972;3;1;38808.0;1;0;1;21;2012-08-26;4798;125;17;52;3;19;30;246;0.0063388991960420535;53;4;5;1;4;14;8;0;0;1;0;0;1;0
635;1966;4;2;57183.0;1;1;2;51;2013-03-19;4593;464;5;64;7;0;70;610;0.01066750607698092;59;8;9;1;7;25;8;0;0;0;0;0;0;0
7527;1968;4;4;23748.0;1;0;1;97;2012-11-21;4711;6;6;29;12;15;8;76;0.0032002694963786426;57;3;2;1;3;9;8;0;0;0;0;0;0;0
10319;1971;3;2;66303.0;0;1;1;56;2013-02-26;4614;1090;12;96;16;12;60;1286;0.01939580411142784;54;4;3;4;11;22;8;0;0;0;1;0;0;0
2296;1975;4;2;37368.0;1;0;1;4;2013-12-16;4321;3;2;11;2;2;10;30;0.0008028259473346178;50;1;1;0;2;4;6;0;0;1;0;0;0;0
10637;1964;3;2;40800.0;1;2;3;77;2013-01-01;4670;24;0;27;8;30;10;99;0.0024264705882352943;61;2;3;0;3;8;7;0;0;0;0;0;0;1
2931;1978;3;4;71847.0;0;0;0;95;2012-09-21;4772;737;21;106;55;63;210;1192;0.016590811028992163;47;0;6;7;9;22;3;1;0;0;0;0;0;0
907;1975;3;2;46149.0;0;1;1;36;2013-11-29;4338;254;6;71;4;0;27;362;0.007844156969815164;50;5;5;1;7;18;5;0;0;0;0;0;0;0
3698;1983;3;3;78687.0;0;0;0;13;2012-08-09;4815;817;185;687;145;55;241;2130;0.027069274467192803;42;1;4;6;8;19;2;0;0;0;0;1;1;0
9516;1971;2;4;49118.0;0;0;0;90;2012-08-18;4806;620;54;239;99;98;119;1229;0.025021377091901137;54;2;9;7;10;28;7;0;1;0;1;0;1;0
679;1957;5;2;37633.0;1;1;2;49;2012-09-20;4773;13;4;20;0;0;1;38;0.0010097520792921107;68;2;1;0;3;6;9;0;0;0;0;0;0;0
7384;1951;4;3;39767.0;0;0;0;18;2013-07-21;4469;113;61;204;34;26;47;485;0.012196041944325697;74;2;7;1;7;17;8;0;0;0;0;0;0;0
5043;1951;1;2;26997.0;0;0;0;89;2012-11-05;4727;7;23;78;133;49;144;434;0.016075860280771938;74;2;4;2;5;13;7;0;0;0;0;0;0;0
5267;1970;3;4;33986.0;1;0;1;43;2013-03-14;4598;16;2;18;2;1;5;44;0.0012946507385393985;55;1;1;0;3;5;7;0;0;0;0;0;0;0
339;1972;5;2;57091.0;0;1;1;82;2012-11-23;4709;462;0;24;6;0;4;496;0.008687884254961378;53;2;9;2;5;18;7;0;0;0;1;0;1;0
2516;1969;2;2;46831.0;1;1;2;84;2013-06-08;4512;22;2;10;6;4;34;78;0.0016655634088531101;56;2;1;2;2;7;4;0;0;0;0;0;0;0
9010;1972;4;2;83151.0;0;0;0;80;2013-02-10;4630;968;147;842;137;42;210;2346;0.028213731644838907;53;1;5;7;10;23;2;1;0;1;0;1;1;0
378;1971;3;2;52531.0;0;0;0;68;2012-12-30;4672;283;112;151;51;72;125;794;0.01511488454436428;54;2;7;2;10;21;6;0;0;0;0;0;0;0
4808;1956;3;2;15759.0;0;0;0;12;2013-09-05;4423;1;2;5;6;0;3;17;0.0010787486515641855;69;1;1;0;2;4;7;0;0;0;0;0;0;0
7628;1973;2;2;43050.0;1;0;1;10;2014-03-18;4229;30;5;24;6;3;8;76;0.0017653890824622532;52;2;2;0;4;8;5;0;0;0;0;0;0;0
7128;1977;5;1;42997.0;1;1;2;91;2013-12-07;4330;4;0;5;0;1;5;15;0.0003488615484801265;48;1;1;0;2;4;7;0;0;0;0;0;0;0
2811;1963;5;1;48918.0;1;1;2;21;2014-04-12;4204;52;0;9;0;0;1;62;0.0012674271229404308;62;2;1;0;4;7;4;0;0;0;0;0;0;0
3551;1954;4;3;60033.0;0;1;1;28;2014-03-29;4218;62;1;57;19;11;48;198;0.0032981859977012644;71;2;2;1;5;10;2;0;0;0;0;0;0;0
1663;1978;5;3;34043.0;1;0;1;97;2013-10-25;4373;20;2;14;3;0;10;49;0.0014393561084510766;47;1;2;0;2;5;9;0;0;0;0;0;0;0
5543;1966;3;3;57811.0;0;1;1;49;2013-06-24;4496;545;7;114;37;21;78;802;0.013872792375153518;59;5;7;2;11;25;5;0;0;0;1;0;0;0
1577;1946;3;2;78569.0;0;0;0;14;2014-02-19;4256;558;79;622;207;175;95;1736;0.022095228397968663;79;1;4;6;4;15;1;0;0;0;0;1;1;0
10641;1978;3;1;7500.0;1;1;2;5;2012-12-27;4675;6;5;4;13;4;25;57;0.0076;47;4;2;1;3;10;6;0;0;0;0;0;0;0
5336;1971;4;3;157733.0;1;0;1;37;2013-06-04;4516;39;1;9;2;0;8;59;0.00037404981836394415;54;0;1;0;1;2;1;0;0;0;0;0;0;0
1878;1985;2;2;23148.0;0;0;0;83;2014-02-18;4257;4;6;8;6;3;10;37;0.001598410229825471;40;1;2;0;3;6;7;0;0;0;0;0;0;0
3099;1970;3;4;44267.0;1;1;2;48;2013-02-25;4615;183;5;65;3;5;49;310;0.007002959315065399;55;5;5;2;4;16;9;0;0;0;0;0;0;0
6055;1979;3;2;71626.0;0;0;0;94;2012-11-01;4731;546;72;376;94;145;72;1305;0.0182196409125178;46;1;5;5;8;19;3;0;0;0;1;0;0;0
5841;1966;3;3;60894.0;0;1;1;61;2013-06-28;4492;606;7;155;10;0;54;832;0.013663086675206096;59;5;10;3;8;26;7;0;0;0;0;0;0;0
3972;1976;3;3;50200.0;1;1;2;70;2013-04-03;4578;266;6;51;8;6;64;401;0.00798804780876494;49;6;7;1;5;19;8;0;0;0;0;0;0;0
4394;1965;5;2;81051.0;0;0;0;43;2014-05-23;4163;1142;29;249;38;29;14;1501;0.018519203958001752;60;1;5;5;12;23;2;0;0;0;1;1;0;0
5758;1982;3;2;65169.0;0;0;0;23;2014-01-14;4292;1074;0;69;0;0;46;1189;0.01824487102763584;43;1;10;4;13;28;6;1;1;1;0;1;1;0
6658;1972;3;3;59868.0;0;1;1;37;2013-07-22;4468;771;51;154;54;10;154;1194;0.019943876528362398;53;7;11;2;12;32;6;0;0;0;0;0;0;0
4603;1960;5;2;65695.0;0;1;1;50;2014-01-31;4275;371;32;189;0;58;6;656;0.009985539234340512;65;2;5;4;10;21;4;0;0;0;0;0;0;0
8427;1956;4;1;64857.0;0;0;0;78;2012-11-23;4709;556;14;717;210;0;43;1540;0.023744545692831923;69;1;7;5;10;23;4;0;0;0;0;0;0;0
10260;1965;4;3;45143.0;0;1;1;74;2013-08-26;4433;202;5;74;11;5;14;311;0.006889218705004098;60;3;6;1;5;15;7;0;0;0;0;0;0;0
